capacity	rpm		model			interface		buffer_size	ncq
40			????	ST940817AM2		PATA			8
40			????	ST940817SM2		SATA			8
40			????	ST940818AM3		PATA			8
40			????	ST940818SM3		SATA			8
73			????	ST373455		SAS 6Gb/s		16
73			????	ST973451SS		SAS 3Gb/s		16
73			????	ST973452SS		SAS 6Gb/s		16
80			????	ST380215A		PATA			2
80			????	ST380215ACE		PATA			2
80			????	ST380815AS		SATA 3Gb/s		8			1
80			????	ST980817AM2 	PATA			8
80			????	ST980817SM2		SATA			8
80			????	ST980818AM3 	PATA			8
80			????	ST980818SM3		SATA			8
146			????	ST3146356SS		SAS 6Gb/s		16
146			????	ST3146855		Ultra320 SCSI	16
146			????	ST9146803SS		SAS 6Gb/s		16
146			????	ST9146852SS		SAS 6Gb/s		16
160			????	ST3160215A		PATA	2
160			????	ST3160215ACE	PATA	2
160			????	ST3160316CS		SATA 3Gb/s		8			1
160			????	ST3160318AS		SATA 3Gb/s		8			1
160			????	ST9160314AS		SATA 3Gb/s		8
160			????	ST9160412AS		SATA 3Gb/s		16
160			????	ST9160511NS		SATA			32			1
250			????	ST3250312CS		SATA 3Gb/s		8			1
250			????	ST3250318AS		SATA 3Gb/s		8			1
250			????	ST9250315AS		SATA 3Gb/s		8
250			????	ST9250317AS		SATA 3Gb/s		8
250			????	ST9250410AS		SATA 3Gb/s		16
250			????	ST9250410ASG	SATA 3Gb/s		16
250			????	ST9250411AS		SATA 3Gb/s		16
300			????	ST3300602FC		FC 4Gb/s 		16
300			????	ST3300655		Ultra320 SCSI	16
300			????	ST3300656SS		SAS 6Gb/s		16
300			????	ST3300657SS		SAS 6Gb/s		16
300			????	ST9300603SS		SAS 6Gb/s		16
320			????	ST3320311CS		SATA 3Gb/s		8			1
320			????	ST3320418AS		SATA 3Gb/s		16			1
320			????	ST9320325AS		SATA 3Gb/s		8
320			????	ST9320423AS		SATA 3Gb/s		16
450			????	ST3450802FC		FC 4Gb/s 		16
450			????	ST3450802SS		SAS 6Gb/s		16
450			????	ST3450857SS		SAS 6Gb/s		16
500			????	ST3500312CS		SATA 3Gb/s		8			1
500			????	ST3500410SV		SATA 3Gb/s		16			1
500			????	ST3500414SS		SAS 6Gb/s		16
